,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIODE_FACTURATION,DAILY_CONSUM,NB_INVOICES_SITE
338,0004BR,2018-01-12,2018-12-31,2310,"255,61",353,6.543909348441926,35
339,0004BR,2019-01-01,2019-01-31,2313,"249,80",30,77.1,35
340,0004BR,2019-01-02,2019-02-28,2098,"227,38",57,36.80701754385965,35
341,0004BR,2019-01-03,2019-03-31,2326,"251,13",87,26.735632183908045,35
342,0004BR,2019-01-04,2019-04-30,2264,"244,61",116,19.517241379310345,35
343,0004BR,2019-01-05,2019-05-31,2353,"253,85",146,16.116438356164384,35
344,0004BR,2019-01-06,2019-06-30,2347,"253,04",175,13.411428571428571,35
345,0004BR,2019-01-07,2019-07-31,2402,"258,77",205,11.717073170731707,35
346,0004BR,2019-01-08,2019-08-31,2403,"258,84",235,10.225531914893617,35
347,0004BR,2019-01-09,2019-09-30,2280,"246,13",264,8.636363636363637,35
348,0004BR,2019-01-10,2019-10-31,2610,"279,47",294,8.877551020408163,35
349,0004BR,2019-01-11,2019-11-30,2522,"270,28",323,7.808049535603715,35
350,0004BR,2019-01-12,2019-12-31,2588,"277,13",353,7.331444759206799,35
351,0004BR,2020-01-01,2020-01-31,2599,"331,44",30,86.63333333333334,35
352,0004BR,2020-01-02,2020-02-29,2454,"313,42",58,42.310344827586206,35
353,0004BR,2020-01-03,2020-03-31,2603,"330,33",88,29.579545454545453,35
354,0004BR,2020-01-04,2020-04-30,2616,"331,85",117,22.358974358974358,35
355,0004BR,2020-01-05,2020-05-31,2693,"341,35",147,18.31972789115646,35
356,0004BR,2020-01-06,2020-06-30,2622,"332,51",176,14.897727272727273,35
357,0004BR,2020-01-07,2020-07-31,2764,"349,96",206,13.41747572815534,35
358,0004BR,2020-01-08,2020-08-31,2804,"354,84",236,11.88135593220339,35
359,0004BR,2020-01-09,2020-09-30,2700,"342,00",265,10.18867924528302,35
360,0004BR,2020-01-10,2020-10-31,2760,"349,45",295,9.35593220338983,35
361,0004BR,2020-01-11,2020-11-30,2647,"326,93",324,8.169753086419753,35
362,0004KO,2018-01-01,2018-01-31,2206,"275,39",30,73.53333333333333,35
363,0004KO,2018-01-02,2018-02-28,1996,"250,09",57,35.01754385964912,35
364,0004KO,2018-01-03,2018-03-31,2208,"275,63",87,25.379310344827587,35
365,0004KO,2018-01-04,2018-04-30,2146,"268,16",116,18.5,35
366,0004KO,2018-01-05,2018-05-31,2261,"282,01",146,15.486301369863014,35
367,0004KO,2018-01-06,2018-06-30,2194,"273,94",175,12.537142857142857,35
368,0004KO,2018-01-07,2018-07-31,2293,"286,03",205,11.185365853658537,35
369,0004KO,2018-01-08,2018-08-31,2325,"289,89",235,9.893617021276595,35
370,0004KO,2018-01-09,2018-09-30,2213,"278,13",264,8.382575757575758,35
371,0004KO,2018-01-10,2018-10-31,2693,"336,37",294,9.15986394557823,35
372,0004KO,2018-01-11,2018-11-30,2597,"324,72",323,8.040247678018575,35
373,0004KO,2018-01-12,2018-12-31,2679,"334,67",353,7.589235127478753,35
374,0004KO,2019-01-01,2019-01-31,2678,"367,54",30,89.26666666666667,35
375,0004KO,2019-01-02,2019-02-28,2416,"332,53",57,42.3859649122807,35
376,0004KO,2019-01-03,2019-03-31,2672,"366,74",87,30.71264367816092,35
377,0004KO,2019-01-04,2019-04-30,2386,"328,53",116,20.56896551724138,35
378,0004KO,2019-01-05,2019-05-31,2457,"338,01",146,16.828767123287673,35
379,0004KO,2019-01-06,2019-06-30,2463,"338,81",175,14.074285714285715,35
380,0004KO,2019-01-07,2019-07-31,2542,"349,37",205,12.4,35
381,0004KO,2019-01-08,2019-08-31,2528,"347,50",235,10.757446808510638,35
382,0004KO,2019-01-09,2019-09-30,2390,"329,06",264,9.053030303030303,35
383,0004KO,2019-01-10,2019-10-31,2461,"338,55",294,8.370748299319727,35
384,0004KO,2019-01-11,2019-11-30,2376,"327,19",323,7.356037151702786,35
385,0004KO,2019-01-12,2019-12-31,2435,"335,07",353,6.898016997167139,35
386,0004KO,2020-01-01,2020-01-31,2444,"334,66",30,81.46666666666667,35
387,0004KO,2020-01-02,2020-02-29,2354,"322,73",58,40.58620689655172,35
388,0004KO,2020-01-03,2020-03-31,2556,"349,49",88,29.045454545454547,35
389,0004KO,2020-01-04,2020-04-30,2569,"351,22",117,21.957264957264957,35
390,0004KO,2020-01-05,2020-05-31,2656,"362,74",147,18.068027210884352,35
391,0004KO,2020-01-06,2020-06-30,2615,"357,31",176,14.857954545454545,35
392,0004KO,2020-01-07,2020-07-31,2796,"381,29",206,13.572815533980583,35
393,0004KO,2020-01-08,2020-08-31,2878,"392,15",236,12.194915254237289,35
394,0004KO,2020-01-09,2020-09-30,2728,"372,28",265,10.294339622641509,35
395,0004KO,2020-01-10,2020-10-31,2785,"379,83",295,9.440677966101696,35
396,0004KO,2020-01-11,2020-11-30,2668,"353,44",324,8.234567901234568,35
397,0005KO,2018-01-01,2018-06-30,14134,"1 921,96",180,78.52222222222223,20
398,0005KO,2018-01-07,2018-12-31,16400,"2 239,81",358,45.81005586592179,20
399,0005KO,2019-01-01,2019-06-30,18832,"2 470,29",180,104.62222222222222,20
400,0005KO,2019-01-07,2019-07-31,3412,"442,33",205,16.64390243902439,20
401,0005KO,2019-01-08,2019-08-31,2804,"368,51",235,11.931914893617021,20
402,0005KO,2019-01-09,2019-09-30,2683,"353,82",264,10.162878787878787,20
403,0005KO,2019-01-10,2019-10-31,2758,"362,93",294,9.380952380952381,20
404,0005KO,2019-01-11,2019-11-30,2654,"350,26",323,8.21671826625387,20
405,0005KO,2019-01-12,2019-12-31,2719,"358,19",353,7.7025495750708215,20
406,0005KO,2020-01-01,2020-01-31,2732,"354,04",30,91.06666666666666,20
407,0005KO,2020-01-02,2020-02-29,2623,"341,03",58,45.224137931034484,20
408,0005KO,2020-01-03,2020-03-31,2776,"362,25",88,31.545454545454547,20
409,0005KO,2020-01-04,2020-04-30,2811,"366,46",117,24.025641025641026,20
410,0005KO,2020-01-05,2020-05-31,2936,"381,51",147,19.972789115646258,20
411,0005KO,2020-01-06,2020-06-30,2906,"377,89",176,16.511363636363637,20
412,0005KO,2020-01-07,2020-07-31,3058,"396,19",206,14.844660194174757,20
413,0005KO,2020-01-08,2020-08-31,3120,"403,65",236,13.220338983050848,20
414,0005KO,2020-01-09,2020-09-30,3017,"391,26",265,11.384905660377358,20
415,0005KO,2020-01-10,2020-10-31,3058,"396,19",295,10.366101694915255,20
416,0005KO,2020-01-11,2020-11-30,2913,"378,74",324,8.99074074074074,20
417,0006BB,2018-01-01,2018-01-31,2195,"286,32",30,73.16666666666667,35
418,0006BB,2018-01-02,2018-02-28,1999,"261,49",57,35.07017543859649,35
419,0006BB,2018-01-03,2018-03-31,2203,"288,05",87,25.32183908045977,35
420,0006BB,2018-01-04,2018-04-30,2174,"284,89",116,18.74137931034483,35
421,0006BB,2018-01-05,2018-05-31,2306,"301,54",146,15.794520547945206,35
422,0006BB,2018-01-06,2018-06-30,2306,"301,40",175,13.177142857142858,35
423,0006BB,2018-01-07,2018-07-31,2759,"358,62",205,13.458536585365854,35
424,0006BB,2018-01-08,2018-08-31,2781,"361,69",235,11.83404255319149,35
425,0006BB,2018-01-09,2018-09-30,2647,"346,44",264,10.026515151515152,35
426,0006BB,2018-01-10,2018-10-31,2708,"353,93",294,9.210884353741497,35
427,0006BB,2018-01-11,2018-11-30,2609,"341,31",323,8.077399380804954,35
428,0006BB,2018-01-12,2018-12-31,2827,"368,59",353,8.008498583569406,35
429,0006BB,2019-01-01,2019-01-31,2829,"352,08",30,94.3,35
430,0006BB,2019-01-02,2019-02-28,2475,"309,62",57,43.421052631578945,35
431,0006BB,2019-01-03,2019-03-31,2713,"338,57",87,31.183908045977013,35
432,0006BB,2019-01-04,2019-04-30,2505,"313,08",116,21.594827586206897,35
433,0006BB,2019-01-05,2019-05-31,2600,"323,20",146,17.80821917808219,35
434,0006BB,2019-01-06,2019-06-30,2770,"344,85",175,15.82857142857143,35
435,0006BB,2019-01-07,2019-07-31,2861,"355,89",205,13.95609756097561,35
436,0006BB,2019-01-08,2019-08-31,2826,"352,13",235,12.025531914893618,35
437,0006BB,2019-01-09,2019-09-30,2714,"338,31",264,10.280303030303031,35
438,0006BB,2019-01-10,2019-10-31,2805,"349,08",294,9.540816326530612,35
439,0006BB,2019-01-11,2019-11-30,2680,"334,16",323,8.297213622291022,35
440,0006BB,2019-01-12,2019-12-31,2735,"340,42",353,7.747875354107649,35
441,0006BB,2020-01-01,2020-01-31,2743,"392,84",30,91.43333333333334,35
442,0006BB,2020-01-02,2020-02-29,2535,"365,54",58,43.706896551724135,35
443,0006BB,2020-01-03,2020-03-31,2644,"383,08",88,30.045454545454547,35
444,0006BB,2020-01-04,2020-04-30,2569,"371,58",117,21.957264957264957,35
445,0006BB,2020-01-05,2020-05-31,2655,"383,26",147,18.06122448979592,35
446,0006BB,2020-01-06,2020-06-30,2623,"378,94",176,14.903409090909092,35
447,0006BB,2020-01-07,2020-07-31,2755,"396,43",206,13.37378640776699,35
448,0006BB,2020-01-08,2020-08-31,2797,"401,25",236,11.851694915254237,35
449,0006BB,2020-01-09,2020-09-30,3171,"452,79",265,11.966037735849056,35
450,0006BB,2020-01-10,2020-10-31,3464,"492,83",295,11.742372881355932,35
451,0006BB,2020-01-11,2020-11-30,3315,"459,69",324,10.231481481481481,35
452,0006BR,2018-01-01,2018-06-30,13640,"1 854,79",180,75.77777777777777,20
453,0006BR,2018-01-07,2018-12-31,14222,"1 956,44",358,39.726256983240226,20
454,0006BR,2019-01-01,2019-06-30,13696,"1 800,14",180,76.08888888888889,20
455,0006BR,2019-01-07,2019-07-31,2493,"323,81",205,12.160975609756097,20
456,0006BR,2019-01-08,2019-08-31,2656,"343,60",235,11.302127659574468,20
457,0006BR,2019-01-09,2019-09-30,2598,"336,56",264,9.840909090909092,20
458,0006BR,2019-01-10,2019-10-31,2619,"339,11",294,8.908163265306122,20
459,0006BR,2019-01-11,2019-11-30,2502,"324,91",323,7.746130030959752,20
460,0006BR,2019-01-12,2019-12-31,2548,"330,49",353,7.218130311614731,20
461,0006BR,2020-01-01,2020-01-31,2544,"330,01",30,84.8,20
462,0006BR,2020-01-02,2020-02-29,2417,"309,51",58,41.672413793103445,20
463,0006BR,2020-01-03,2020-03-31,2601,"334,24",88,29.556818181818183,20
464,0006BR,2020-01-04,2020-04-30,2621,"336,65",117,22.4017094017094,20
465,0006BR,2020-01-05,2020-05-31,2705,"346,76",147,18.401360544217688,20
466,0006BR,2020-01-06,2020-06-30,2632,"337,97",176,14.954545454545455,20
467,0006BR,2020-01-07,2020-07-31,2779,"355,67",206,13.490291262135923,20
468,0006BR,2020-01-08,2020-08-31,2816,"360,12",236,11.932203389830509,20
469,0006BR,2020-01-09,2020-09-30,2703,"346,52",265,10.2,20
470,0006BR,2020-01-10,2020-10-31,2759,"353,26",295,9.352542372881356,20
471,0006BR,2020-01-11,2020-11-30,2638,"338,69",324,8.141975308641975,20
472,0007BB,2018-01-01,2018-01-31,1555,"219,45",30,51.833333333333336,35
473,0007BB,2018-01-02,2018-02-28,1436,"202,83",57,25.19298245614035,35
474,0007BB,2018-01-03,2018-03-31,1706,"225,19",87,19.60919540229885,35
475,0007BB,2018-01-04,2018-04-30,1523,"249,77",116,13.129310344827585,35
476,0007BB,2018-01-05,2018-05-31,1582,"272,10",146,10.835616438356164,35
477,0007BB,2018-01-06,2018-06-30,1714,"313,66",175,9.794285714285714,35
478,0007BB,2018-01-07,2018-07-31,1923,"355,76",205,9.38048780487805,35
479,0007BB,2018-01-08,2018-08-31,2119,"372,94",235,9.017021276595745,35
480,0007BB,2018-01-09,2018-09-30,1833,"318,94",264,6.943181818181818,35
481,0007BB,2018-01-10,2018-10-31,1939,"285,03",294,6.595238095238095,35
482,0007BB,2018-01-11,2018-11-30,1931,"262,62",323,5.978328173374613,35
483,0007BB,2018-01-12,2018-12-31,1956,"248,41",353,5.541076487252124,35
484,0007BB,2019-01-01,2019-01-31,1946,"280,22",30,64.86666666666666,35
485,0007BB,2019-01-02,2019-02-28,1939,"294,73",57,34.01754385964912,35
486,0007BB,2019-01-03,2019-03-31,1739,"276,50",87,19.988505747126435,35
487,0007BB,2019-01-04,2019-04-30,1885,"333,65",116,16.25,35
488,0007BB,2019-01-05,2019-05-31,1946,"340,55",146,13.32876712328767,35
489,0007BB,2019-01-06,2019-06-30,1805,"364,61",175,10.314285714285715,35
490,0007BB,2019-01-07,2019-07-31,2124,"426,92",205,10.360975609756098,35
491,0007BB,2019-01-08,2019-08-31,2075,"412,93",235,8.829787234042554,35
492,0007BB,2019-01-09,2019-09-30,1916,"367,87",264,7.257575757575758,35
493,0007BB,2019-01-10,2019-10-31,2246,"375,08",294,7.639455782312925,35
494,0007BB,2019-01-11,2019-11-30,1829,"287,15",323,5.662538699690402,35
495,0007BB,2019-01-12,2019-12-31,2004,"306,61",353,5.6770538243626065,35
496,0007BB,2020-01-01,2020-01-31,2143,"317,16",30,71.43333333333334,35
497,0007BB,2020-01-02,2020-02-29,1440,"223,20",58,24.82758620689655,35
498,0007BB,2020-01-03,2020-03-31,757,"120,36",88,8.602272727272727,35
499,0007BB,2020-01-04,2020-04-30,3133,"582,74",117,26.77777777777778,35
500,0007BB,2020-01-05,2020-05-31,2338,"425,52",147,15.904761904761905,35
501,0007BB,2020-01-06,2020-06-30,1725,"343,28",176,9.801136363636363,35
502,0007BB,2020-01-07,2020-07-31,2104,"414,49",206,10.21359223300971,35
503,0007BB,2020-01-08,2020-08-31,1915,"371,51",236,8.114406779661017,35
504,0007BB,2020-01-09,2020-09-30,2267,"428,46",265,8.554716981132076,35
505,0007BB,2020-01-10,2020-10-31,1857,"300,83",295,6.294915254237288,35
506,0007BB,2020-01-11,2020-11-30,1987,"309,97",324,6.132716049382716,35
507,0007BR,2018-01-01,2018-01-31,2620,"281,73",30,87.33333333333333,35
508,0007BR,2018-01-02,2018-02-28,2355,"254,07",57,41.31578947368421,35
509,0007BR,2018-01-03,2018-03-31,2755,"294,96",87,31.666666666666668,35
510,0007BR,2018-01-04,2018-04-30,3149,"334,89",116,27.146551724137932,35
511,0007BR,2018-01-05,2018-05-31,3848,"407,32",146,26.356164383561644,35
512,0007BR,2018-01-06,2018-06-30,3718,"393,85",175,21.245714285714286,35
513,0007BR,2018-01-07,2018-07-31,4107,"434,44",205,20.034146341463416,35
514,0007BR,2018-01-08,2018-08-31,4237,"447,92",235,18.029787234042555,35
515,0007BR,2018-01-09,2018-09-30,3326,"356,08",264,12.598484848484848,35
516,0007BR,2018-01-10,2018-10-31,2613,"281,79",294,8.887755102040817,35
517,0007BR,2018-01-11,2018-11-30,2396,"259,19",323,7.41795665634675,35
518,0007BR,2018-01-12,2018-12-31,2511,"271,31",353,7.113314447592068,35
519,0007BR,2019-01-01,2019-01-31,2500,"263,64",30,83.33333333333333,35
520,0007BR,2019-01-02,2019-02-28,2227,"235,58",57,39.07017543859649,35
521,0007BR,2019-01-03,2019-03-31,2538,"267,20",87,29.17241379310345,35
522,0007BR,2019-01-04,2019-04-30,2520,"265,35",116,21.724137931034484,35
523,0007BR,2019-01-05,2019-05-31,2581,"271,61",146,17.67808219178082,35
524,0007BR,2019-01-06,2019-06-30,2816,"296,42",175,16.091428571428573,35
525,0007BR,2019-01-07,2019-07-31,2731,"287,14",205,13.321951219512195,35
526,0007BR,2019-01-08,2019-08-31,2775,"291,72",235,11.808510638297872,35
527,0007BR,2019-01-09,2019-09-30,2636,"277,46",264,9.984848484848484,35
528,0007BR,2019-01-10,2019-10-31,2721,"286,23",294,9.255102040816327,35
529,0007BR,2019-01-11,2019-11-30,2584,"272,27",323,8.0,35
530,0007BR,2019-01-12,2019-12-31,2772,"291,44",353,7.852691218130311,35
531,0007BR,2020-01-01,2020-01-31,2834,"355,75",30,94.46666666666667,35
532,0007BR,2020-01-02,2020-02-29,2688,"337,88",58,46.3448275862069,35
533,0007BR,2020-01-03,2020-03-31,2820,"352,29",88,32.04545454545455,35
534,0007BR,2020-01-04,2020-04-30,2812,"351,17",117,24.034188034188034,35
535,0007BR,2020-01-05,2020-05-31,2811,"352,71",147,19.122448979591837,35
536,0007BR,2020-01-06,2020-06-30,2747,"344,48",176,15.607954545454545,35
537,0007BR,2020-01-07,2020-07-31,2887,"359,93",206,14.014563106796116,35
538,0007BR,2020-01-08,2020-08-31,2914,"363,22",236,12.347457627118644,35
539,0007BR,2020-01-09,2020-09-30,2802,"349,58",265,10.573584905660377,35
540,0007BR,2020-01-10,2020-10-31,2836,"353,72",295,9.613559322033899,35
541,0007BR,2020-01-11,2020-11-30,2690,"335,95",324,8.302469135802468,35
542,0008BB,2018-01-01,2018-12-31,38519,"5 096,07",364,105.82142857142857,24
543,0008BB,2019-01-01,2019-01-31,3559,"448,59",30,118.63333333333334,24
544,0008BB,2019-01-02,2019-02-28,3123,"385,65",57,54.78947368421053,24
545,0008BB,2019-01-03,2019-03-31,3450,"424,95",87,39.6551724137931,24
546,0008BB,2019-01-04,2019-04-30,3130,"385,91",116,26.982758620689655,24
547,0008BB,2019-01-05,2019-05-31,3174,"390,34",146,21.73972602739726,24
548,0008BB,2019-01-06,2019-06-30,3376,"415,66",175,19.291428571428572,24
549,0008BB,2019-01-07,2019-07-31,3527,"434,07",205,17.204878048780486,24
550,0008BB,2019-01-08,2019-08-31,3545,"435,75",235,15.085106382978724,24
551,0008BB,2019-01-09,2019-09-30,3371,"414,48",264,12.768939393939394,24
552,0008BB,2019-01-10,2019-10-31,3434,"421,74",294,11.680272108843537,24
553,0008BB,2019-01-11,2019-11-30,3284,"403,80",323,10.1671826625387,24
554,0008BB,2019-01-12,2019-12-31,3269,"401,94",353,9.260623229461757,24
555,0008BB,2020-01-01,2020-01-31,3277,"463,95",30,109.23333333333333,24
556,0008BB,2020-01-02,2020-02-29,3062,"435,72",58,52.793103448275865,24
557,0008BB,2020-01-03,2020-03-31,3247,"464,40",88,36.89772727272727,24
558,0008BB,2020-01-04,2020-04-30,3131,"446,82",117,26.76068376068376,24
559,0008BB,2020-01-05,2020-05-31,3235,"460,84",147,22.006802721088434,24
560,0008BB,2020-01-06,2020-06-30,3267,"465,56",176,18.5625,24
561,0008BB,2020-01-07,2020-07-31,3524,"500,24",206,17.106796116504853,24
562,0008BB,2020-01-08,2020-08-31,3516,"497,99",236,14.898305084745763,24
563,0008BB,2020-01-09,2020-09-30,3294,"467,29",265,12.430188679245283,24
564,0008BB,2020-01-10,2020-10-31,3378,"478,44",295,11.450847457627118,24
565,0008BB,2020-01-11,2020-11-30,3186,"442,00",324,9.833333333333334,24
566,0008BR,2018-01-01,2018-12-31,28936,"3 342,01",364,79.49450549450549,3
567,0008BR,2019-01-01,2019-11-09,20339,"2 305,16",312,65.18910256410257,3
568,0008BR,2019-12-09,2019-12-31,9483,"1 067,71",22,431.04545454545456,3
569,0008KO,2018-01-01,2018-01-31,2484,"307,08",30,82.8,35
570,0008KO,2018-01-02,2018-02-28,2298,"284,67",57,40.31578947368421,35
571,0008KO,2018-01-03,2018-03-31,2503,"309,37",87,28.770114942528735,35
572,0008KO,2018-01-04,2018-04-30,2419,"299,25",116,20.853448275862068,35
573,0008KO,2018-01-05,2018-05-31,2508,"309,97",146,17.17808219178082,35
574,0008KO,2018-01-06,2018-06-30,2426,"300,09",175,13.862857142857143,35
575,0008KO,2018-01-07,2018-07-31,2517,"311,23",205,12.278048780487804,35
576,0008KO,2018-01-08,2018-08-31,2510,"310,39",235,10.680851063829786,35
577,0008KO,2018-01-09,2018-09-30,2426,"302,17",264,9.18939393939394,35
578,0008KO,2018-01-10,2018-10-31,2843,"352,77",294,9.670068027210885,35
579,0008KO,2018-01-11,2018-11-30,2884,"357,75",323,8.928792569659443,35
580,0008KO,2018-01-12,2018-12-31,2957,"366,61",353,8.376770538243626,35
581,0008KO,2019-01-01,2019-01-31,2965,"404,07",30,98.83333333333333,35
582,0008KO,2019-01-02,2019-02-28,2673,"365,05",57,46.89473684210526,35
583,0008KO,2019-01-03,2019-03-31,2957,"403,00",87,33.98850574712644,35
584,0008KO,2019-01-04,2019-04-30,2727,"372,27",116,23.50862068965517,35
585,0008KO,2019-01-05,2019-05-31,2613,"357,04",146,17.897260273972602,35
586,0008KO,2019-01-06,2019-06-30,2584,"353,16",175,14.765714285714285,35
587,0008KO,2019-01-07,2019-07-31,2633,"359,71",205,12.84390243902439,35
588,0008KO,2019-01-08,2019-08-31,2653,"362,38",235,11.28936170212766,35
589,0008KO,2019-01-09,2019-09-30,2558,"349,69",264,9.68939393939394,35
590,0008KO,2019-01-10,2019-10-31,2651,"362,11",294,9.017006802721088,35
591,0008KO,2019-01-11,2019-11-30,2551,"348,75",323,7.897832817337461,35
592,0008KO,2019-01-12,2019-12-31,2610,"356,64",353,7.393767705382436,35
593,0008KO,2020-01-01,2020-01-31,2625,"356,59",30,87.5,35
594,0008KO,2020-01-02,2020-02-29,2519,"342,55",58,43.43103448275862,35
595,0008KO,2020-01-03,2020-03-31,2680,"363,88",88,30.454545454545453,35
596,0008KO,2020-01-04,2020-04-30,2693,"365,60",117,23.017094017094017,35
597,0008KO,2020-01-05,2020-05-31,2791,"378,58",147,18.98639455782313,35
598,0008KO,2020-01-06,2020-06-30,2718,"368,91",176,15.443181818181818,35
599,0008KO,2020-01-07,2020-07-31,2868,"388,79",206,13.922330097087379,35
600,0008KO,2020-01-08,2020-08-31,2902,"393,29",236,12.296610169491526,35
601,0008KO,2020-01-09,2020-09-30,2831,"383,88",265,10.683018867924527,35
602,0008KO,2020-01-10,2020-10-31,2902,"393,29",295,9.837288135593221,35
603,0008KO,2020-01-11,2020-11-30,2781,"377,26",324,8.583333333333334,35
604,0009BB,2018-01-01,2018-01-31,2370,"306,70",30,79.0,35
605,0009BB,2018-01-02,2018-02-28,2135,"277,21",57,37.45614035087719,35
606,0009BB,2018-01-03,2018-03-31,2366,"306,45",87,27.195402298850574,35
607,0009BB,2018-01-04,2018-04-30,2436,"314,57",116,21.0,35
608,0009BB,2018-01-05,2018-05-31,2582,"333,98",146,17.684931506849313,35
609,0009BB,2018-01-06,2018-06-30,2540,"327,70",175,14.514285714285714,35
610,0009BB,2018-01-07,2018-07-31,2943,"379,44",205,14.35609756097561,35
611,0009BB,2018-01-08,2018-08-31,2964,"382,43",235,12.61276595744681,35
612,0009BB,2018-01-09,2018-09-30,2835,"367,86",264,10.738636363636363,35
613,0009BB,2018-01-10,2018-10-31,2913,"377,68",294,9.908163265306122,35
614,0009BB,2018-01-11,2018-11-30,2797,"362,88",323,8.659442724458204,35
615,0009BB,2018-01-12,2018-12-31,3021,"390,99",353,8.558073654390935,35
616,0009BB,2019-01-01,2019-01-31,3027,"373,70",30,100.9,35
617,0009BB,2019-01-02,2019-02-28,2675,"333,61",57,46.92982456140351,35
618,0009BB,2019-01-03,2019-03-31,3006,"372,20",87,34.55172413793103,35
619,0009BB,2019-01-04,2019-04-30,2683,"331,52",116,23.129310344827587,35
620,0009BB,2019-01-05,2019-05-31,2782,"340,73",146,19.054794520547944,35
621,0009BB,2019-01-06,2019-06-30,2998,"367,70",175,17.13142857142857,35
622,0009BB,2019-01-07,2019-07-31,3031,"370,77",205,14.785365853658536,35
623,0009BB,2019-01-08,2019-08-31,3073,"376,80",235,13.076595744680851,35
624,0009BB,2019-01-09,2019-09-30,2866,"354,27",264,10.856060606060606,35
625,0009BB,2019-01-10,2019-10-31,2937,"362,61",294,9.989795918367347,35
626,0009BB,2019-01-11,2019-11-30,2750,"339,48",323,8.513931888544892,35
627,0009BB,2019-01-12,2019-12-31,2812,"346,81",353,7.9660056657223794,35
